spørsmål,svar,kommunenavn
Hva er formålet med å merke og eventuelt rydde kyststien langs Linnesstranda i Lier kommune?,"Formålet med å merke og eventuelt rydde kyststien langs Linnesstranda er å tilrettelegge for en trygg og tilgjengelig tursti for innbyggerne, samt å ivareta og synliggjøre den naturlige og kulturelle verdien langs kysten.",Lier
Hva er de planlagte friområdene rundt Gullaughalvøya?,De planlagte friområdene rundt Gullaughalvøya inkluderer områdene fra hovedatkomsten til Gullaug ned til planlagte friområder ved sjøen.,Lier
Hva er planlagte friområder rundt Gullaughalvøya?,"Planlagte friområder rundt Gullaughalvøya inkluderer områder langs gangveien fra sørporten på Gullaug til nedkjøringen til Engersand havn, samt gjennom Engersand havn i friområdene ved sjøen og badeplassen på Engersand.",Lier
Hva er formålet med reguleringsplanen som er beskrevet i dokumentet?,Formålet med reguleringsplanen er å legge til rette for boligbebyggelse med tilhørende uteoppholdsareal.,Trondheim
Hvilke arealformål er området regulert til i planen?,Området er regulert til følgende formål,Trondheim
Hva er formålet med detaljreguleringsplanen for Innerdammen i Støver?,Formålet med detaljreguleringsplanen for Innerdammen i Støver er å regulere arealene i henhold til plan- og bygningsloven for å legge til rette for en bestemt type utvikling eller aktivitet i området.,Trondheim
Hva er kravene til støy- og støyskjerming for boliger i henhold til planbestemmelsene?,"Boliger skal dokumenteres å oppnå innendørs støynivå ihht NS 8175, klasse C som tilsvarer 30 LpA,eq,24h(db). Maks støynivå for uteplass og utenfor rom med støyfølsom bruk er for støykildene vei, jernbane, flyplass hhv 55, 58 og 52 Lden. I soverom gjelder maksnivå fra utendørskilder 45 LpAmax (dB), natt kl. 23-07. Støyvurdering og forslag til tiltak for støyskjerming vedlegges søknad om byggetillatelse. Tiltak for støyskjerming skal ferdigstilles før det kan gis brukstillatelse.",Trondheim
Hva er formålet med planbestemmelsene og planreguleringene som er beskrevet i dokumentet?,Formålet med planbestemmelsene og planreguleringene er å styre arealbruk og utvikling i kommunen for å sikre en bærekraftig og helhetlig utvikling.,Trondheim
Hva er maksimalt antall boenheter som tillates for bebyggelsen BK1 og BK2 i planområdet?,Totalt antall boenheter skal ikke overstige 30 for bebyggelsen BK1 og BK2 innenfor formålsområdet.,Trondheim
Hva er de generelle planbestemmelsene for bygging i Bodø kommune?,"Generelle planbestemmelser for bygging i Bodø kommune kan inkludere krav til byggehøyde, avstand til nabogrenser, materialvalg og estetiske retningslinjer. Disse bestemmelsene kan variere avhengig av området og formålet med byggingen.",Trondheim
Hva er kravene til støy- og sikringsskjerming mot jernbanetraseen i planbestemmelsene?,I planbestemmelsene kreves det at støy- og sikringsskjermingen mot jernbanetraseen skal være oppsatt og godkjent av BaneNor før midlertidig brukstillatelse eller ferdigattest kan gis.,Trondheim
Hva betyr det at bruksretten for parkeringsplasser i f_P2 skal være tinglyst til naboeiendommen?,"Det betyr at naboeiendommen har rett til å bruke parkeringsplassene i f_P2, og denne retten er offisielt registrert og sikret gjennom tinglysning.",Trondheim
